Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
90,CCAFS,Starlink,"~5,000 kg",SSO,SpaceX,"Success
",F9 B5B1058.2,Success,7 August 2020,05:12
91,CCAFS,SAOCOM 1B,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,Failure,18 August 2020,14:31
92,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5B1049.6,Success,30 August 2020,23:18
93,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,Success,3 September 2020,12:46:14
94,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5B1060.2,Success,6 October 2020,11:29:34
95,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5B1058.3,Success,18 October 2020,12:25:57
96,CCAFS,GPS III,"15,600 kg",LEO,SpaceX,"Success
",F9 B5B1051.6,Success,24 October 2020,15:31:34
97,KSC,Crew-1,"15,600 kg",LEO,NASA,"Success
",F9 B5,Success,5 November 2020,23:24:23
98,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"~13,000 kg",LEO,SpaceX,"Success
",F9 B5,Success,16 November 2020,00:27
99,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,Success,21 November 2020,17:17:08
100,KSC,SpaceX CRS-21,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,Success,25 November 2020,02:13
101,CCSFS,SXM-7,"15,600 kg",LEO,SpaceX,"Success
",F9 B5 ♺,Success,6 December 2020,16:17:08
102,KSC,NROL-108,"~14,000 kg",LEO,SpaceX,"Success
",F9 B5 ♺,Success,13 December 2020,17:30:00
103,CCSFS,Türksat 5A,"15,600 kg",LEO,NASA,"Success
",F9 B5 ♺,Success,19 December 2020,14:00:00
104,KSC,Starlink,"3,328 kg",LEO,Sirius XM,"Success
",F9 B5 ♺,Success,8 January 2021,02:15
105,CCSFS,Transporter-1,"7,000 kg",GTO,SpaceX,"Success
",F9 B5,Failure,20 January 2021,13:02
106,CCSFS,Dragon Spacecraft Qualification Unit,0,LEO,NASA,Success,F9 B5B1051.8,Failure,24 January 2021,15:00
107,CCSFS,Dragon,0,LEO,NASA,Success,F9 B5B1058.5,"No attempt
",4 February 2021,06:19
108,KSC,Dragon,525 kg,LEO,NASA,"Success
",F9 B5 ♺,No attempt,16 February 2021,03:59:37
109,CCSFS,SpaceX CRS-1,"4,700 kg",LEO,NASA,"Success
",F9 B5 ♺,"No attempt
",4 March 2021,08:24
110,KSC,SpaceX CRS-2,"4,877 kg",LEO,MDA,Success,F9 B5 ♺,Uncontrolled,11 March 2021,08:13:29
111,CCSFS,CASSIOPE,500 kg,Polar orbit,SES,Success,F9 B5 ♺,No attempt,14 March 2021,10:01
112,CCSFS,SES-8,"3,170 kg",GTO,Thaicom,Success,F9 B5 ♺,No attempt,24 March 2021,08:28
113,KSC,Thaicom 6,"3,325 kg",GTO,NASA,"Success
",F9 B5B1060.6,Controlled,7 April 2021,16:34
114,CCSFS,SpaceX CRS-3,"2,296 kg",LEO,Orbcomm,Success,F9 B5 ♺,Controlled,23 April 2021,9:49
115,KSC,Orbcomm-OG2,"1,316 kg",LEO,AsiaSat,Success,F9 B5B1061.2,No attempt,29 April 2021,03:44
116,CCSFS,AsiaSat 8,"4,535 kg",GTO,AsiaSat,Success,F9 B5B1060.7,"No attempt
",4 May 2021,19:01
117,KSC,AsiaSat 6,"4,428 kg",GTO,NASA,Success,F9 B5B1049.9,Uncontrolled,9 May 2021,06:42
118,CCSFS,SpaceX CRS-4,"2,216 kg",LEO,NASA,Success,F9 B5B1051.10,Failure ,15 May 2021,22:56
119,KSC,SpaceX CRS-5,"2,395 kg",LEO,USAF,"Success
",F9 B5B1058.8,Controlled,26 May 2021,18:59
120,CCSFS,DSCOVR,570 kg,HEO,ABS,"Success
",F9 B5B1063.2,No attempt,3 June 2021,17:29
121,CCAFS,ABS-3A,"4,159 kg",GTO,NASA,"Success
",F9 B5B1067.1,Failure,6 June 2021,04:26
1,CCAFS,SpaceX CRS-6,"1,898 kg",LEO,,"Success
",F9 B5,No attempt,4 June 2010,18:45
2,CCAFS,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",GTO,NASA,Failure,F9 v1.0B0003.1,Precluded,8 December 2010,18:45
3,CCAFS,SpaceX CRS-7,"1,952 kg",LEO,Orbcomm,"Success
",F9 v1.0B0004.1,Success,22 May 2012,15:43
4,CCAFS,Orbcomm-OG2,"2,034 kg",LEO,NASA,"Success
",F9 v1.0B0005.1,Failure,8 October 2012,07:44
5,VAFB,Jason-3,553 kg,LEO,SES,"Success
",F9 v1.0B0006.1,Failure,1 March 2013,00:35
6,CCAFS,SES-9,"5,271 kg",GTO,NASA,Success,F9 v1.0B0007.1,Success,29 September 2013,15:10
7,CCAFS,SpaceX CRS-8,"3,136 kg",LEO,SKY Perfect JSAT Group,"Success
",F9 v1.1B1003,Success,3 December 2013,16:00
8,Cape Canaveral,JCSAT-14,"4,696 kg",GTO,Thaicom,"Success
",F9 v1.1,Success,6 January 2014,22:41
9,Cape Canaveral,Thaicom 8,"3,100 kg",GTO,ABS,"Success
",F9 v1.1,Failure,18 April 2014,22:06
10,Cape Canaveral,ABS-2A,"3,600 kg",GTO,NASA,"Success
",F9 v1.1,Success,14 July 2014,19:25
11,Cape Canaveral,SpaceX CRS-9,"2,257 kg",LEO,SKY Perfect JSAT Group,"Success
",F9 v1.1,Success,5 August 2014,15:15
12,Cape Canaveral,JCSAT-16,"4,600 kg",GTO,Iridium Communications,"Success
",F9 v1.1,Success,7 September 2014,08:00
13,Cape Canaveral,Iridium NEXT,"9,600 kg",Polar,NASA,"Success
",F9 v1.1,Success,21 September 2014,05:00
14,Cape Canaveral,SpaceX CRS-10,"2,490 kg",LEO,EchoStar,"Success
",F9 v1.1,No attempt,10 January 2015,05:52
15,Cape Canaveral,EchoStar 23,"5,600 kg",GTO,SES,Success,F9 v1.1,Success,11 February 2015,09:47
16,Cape Canaveral,SES-10,"5,300 kg",GTO,NRO,"Success
",F9 v1.1,Success,2 March 2015,23:03
17,Cape Canaveral,NROL-76,C,LEO,Inmarsat,"Success
",F9 v1.1,No attempt,14 April 2015,03:50
18,Cape Canaveral,Inmarsat-5 F4,"6,070 kg",GTO,NASA,"Success
",F9 v1.1,Success,27 April 2015,20:10
19,Cape Canaveral,SpaceX CRS-11,"2,708 kg",LEO,Bulsatcom,"Success
",F9 v1.1,Success,28 June 2015,23:03
20,VAFB,BulgariaSat-1,"3,669 kg",GTO,Iridium Communications,"Success
",F9 v1.1,Success,22 December 2015,14:21
21,Cape Canaveral,Iridium NEXT,"9,600 kg",LEO,Intelsat,"Success
",F9 FT,No attempt,17 January 2016,01:29
22,Cape Canaveral,Intelsat 35e,"6,761 kg",GTO,NASA,"Success
",F9 v1.1,Success,4 March 2016,18:42
23,Cape Canaveral,SpaceX CRS-12,"3,310 kg",LEO,NSPO,"Success
",F9 FT,Success,8 April 2016,23:35
24,Cape Canaveral,Formosat-5,475 kg,SSO,USAF,"Success
",F9 FT,Success,6 May 2016,20:43
25,Cape Canaveral,Boeing X-37B,"4,990 kg",LEO,Iridium Communications,"Success
",F9 FT,Success,27 May 2016,05:21
26,Cape Canaveral,Iridium NEXT,"9,600 kg",Polar,SES S.A.,"Success
",F9 FT,Success,15 June 2016,21:39
27,Cape Canaveral,SES-11,"5,200 kg",GTO,KT Corporation,"Success
",F9 FT,Success,18 July 2016,14:29
28,VAFB,Koreasat 5A,"3,500 kg",GTO,NASA,"Success
",F9 FT,Success,14 August 2016,04:45
29,KSC,SpaceX CRS-13,"2,205 kg",LEO,Iridium Communications,Success,F9 FT,Controlled,14 January 2017,05:26
30,KSC,Iridium NEXT,"9,600 kg",Polar,Northrop Grumman,Success,F9 FT,Success,19 February 2017,17:54
31,KSC,Zuma,C,LEO,SES,Success,F9 FT,Controlled,16 March 2017,14:39
32,KSC,GovSat-1,"4,230 kg",GTO,Hisdesat,Success,F9 FT,No attempt,30 March 2017,06:00
33,KSC,Paz,"2,150 kg",SSO,Hispasat,Success,F9 FT♺,No attempt,1 May 2017,22:27
34,KSC,Hispasat 30W-6,"6,092 kg",GTO,Iridium Communications,Success,F9 FT,No attempt,15 May 2017,11:15
35,KSC,Iridium NEXT,"9,600 kg",Polar,NASA,Success,F9 FT,No attempt,3 June 2017,23:21
36,VAFB,SpaceX CRS-14,"2,647 kg",LEO,NASA,Success,F9 FT,Success,23 June 2017,21:07
37,KSC,Transiting Exoplanet Survey Satellite,362 kg,HEO,Thales-Alenia,Success,F9 FTB1029.2,Success,25 June 2017,19:10
38,KSC,Bangabandhu-1,"3,600 kg",GTO,Iridium Communications,Success,F9 FT,No attempt,5 July 2017,20:25
39,VAFB,Iridium NEXT,"6,460 kg",Polar,SES,Success,F9 FT,No attempt,14 August 2017,23:38
40,KSC,SES-12,"5,384 kg",GTO,NASA,Success,F9 B4,No attempt,24 August 2017,16:31
41,VAFB,SpaceX CRS-15,"2,697 kg",LEO,Telesat,Success,F9 FT,Success,7 September 2017,18:51
42,KSC,Telstar 19V,"7,075 kg",GTO,Iridium Communications,Success,F9 B4,Success,9 October 2017,14:00
43,KSC,Iridium NEXT,"9,600 kg",Polar,Telkom Indonesia,Success,F9 B4,Success,11 October 2017,12:37
44,Cape Canaveral,Merah Putih,"5,800 kg",GTO,Telesat,Success,F9 FTB1031.2,Success,30 October 2017,22:53:00
45,VAFB,Telstar 18V,"7,060 kg",GTO,CONAE,Success,F9 B4,Success,15 December 2017,19:34
46,CCAFS,SAOCOM 1A,"3,000 kg",SSO,Es'hailSat,Success,F9 FTB1035.2,Success,23 December 2017,15:36
47,CCAFS,Es'hail 2,"5,300 kg",GTO,Spaceflight Industries,Success,F9 FTB1036.2,Success,8 January 2018,01:27
48,VAFB,SSO-A,"~4,000 kg",SSO,NASA,"Success
",F9 B4,Failure,31 January 2018,01:00
49,CCAFS,SpaceX CRS-16,"2,500 kg",LEO,USAF,Success,F9 FTB1032.2,No attempt,22 February 2018,21:25
50,VAFB,GPS III,"4,400 kg",MEO,Iridium Communications,"Success
",F9 FTB1038.2,Success,6 March 2018,14:17
51,CCAFS,Iridium NEXT,"9,600 kg",Polar,PSN,"Success
",F9 B4,Success,30 March 2018,05:33
52,CCAFS,Nusantara Satu,"4,850 kg",GTO,NASA,"Success
",F9 B4B1041.2,Success,2 April 2018,14:14
53,KSC,Crew Dragon Demo-1,"12,055 kg",LEO,NASA,"Success
",F9 B4B1039.2,Success,18 April 2018,20:30
54,VAFB,SpaceX CRS-17,"2,495 kg",LEO,SpaceX,"Success
",F9 B4,Success,11 May 2018,22:51
55,CCAFS,Starlink,"13,620 kg",LEO,Canadian Space Agency,"Success
",F9 B5B1046.1,Success,22 May 2018,20:14
56,CCAFS,RADARSAT Constellation,"4,200 kg",SSO,NASA,"Success
",F9 B4B1043.2,Success,4 June 2018,19:47
57,CCAFS,SpaceX CRS-18,"2,268 kg",LEO,Spacecom,"Success
",F9 B4B1040.2,No attempt,29 June 2018,04:45
58,VAFB,AMOS-17,"6,500 kg",GTO,SpaceX,"Success
",F9 B4B1045.2,Success,22 July 2018,09:42
59,CCAFS,Starlink,"15,600 kg",LEO,NASA,"Success
",F9 B5,Success,25 July 2018,05:50
60,CCAFS,SpaceX CRS-19,"2,617 kg",LEO,Sky Perfect JSAT,"Success
",F9 B5B1048,Success,7 August 2018,11:39
61,VAFB,JCSat-18,"6,956 kg",GTO,SpaceX,"Success
",F9 B5B1046.2,Success,10 September 2018,05:18
62,KSC,Starlink,"15,600 kg",LEO,NASA,"Success
",F9 B5,"No attempt
",8 October 2018,04:45
63,VAFB,Crew Dragon in-flight abort test,"12,050 kg",Sub-orbital,SpaceX,"Success
",F9 B5B1048.2,Success,15 November 2018,02:22
64,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5B1047.2,Failure,3 December 2018,20:46
65,CCAFS,Starlink,"15,600 kg",LEO,NASA,"Success
",F9 B5B1046.3,Success,5 December 2018,18:34:05
66,VAFB,SpaceX CRS-20,"1,977 kg",LEO,SpaceX,"Success
",F9 B5,Failure,23 December 2018,18:16
67,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,Success,11 January 2019,13:51
68,KSC,Starlink,"15,600 kg",LEO,NASA,"Success
",F9 B5B1049.2,Success,22 February 2019,15:31
69,CCAFS,Crew Dragon Demo-2,"12,530 kg",LEO,SpaceX,"Success
",F9 B5B1048.3,Success,2 March 2019,01:45
70,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5[268],Success,4 May 2019,07:49
71,VAFB,Starlink,"15,410 kg",LEO,U.S. Space Force,"Success
",F9 B5,Success,24 May 2019,06:48
72,CCAFS,GPS III,"4,311 kg",MEO,Republic of Korea Army,"Success
",F9 B5B1049.3,Success,12 June 2019,02:30
73,CCAFS,ANASIS-II,"5,000–6,000 kg",GTO,SpaceX,"Success
",F9 B5B1051.2,Success,25 July 2019,14:17
74,CCAFS,Starlink,"14,932 kg",LEO,SpaceX,"Success
",F9 B5B1056.2,Success,6 August 2019,22:01
75,CCAFS,Starlink,"~15,440 kg",LEO,CONAE,"Success
",F9 B5B1047.3,Success,11 November 2019,23:23
76,CCAFS,SAOCOM 1B,"3,130 kg",SSO,SpaceX,"Success
",F9 B5,Success,5 December 2019,14:56
77,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,Success,17 December 2019,17:29
78,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5B1056.3,Success,7 January 2020,00:10
79,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,Success,19 January 2020,02:19:21
80,CCAFS,Starlink,"15,600 kg",LEO,USSF,"Success
",F9 B5,Success,29 January 2020,15:30
81,CCAFS,GPS III,"4,311 kg",MEO,NASA,"Success
",F9 B5,Success,17 February 2020,14:07
82,KSC,Crew-1,"~12,500 kg",LEO,NASA,"Success
",F9 B5,Success,7 March 2020,15:05
83,KSC,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,SpaceX,"Success
",F9 B5,Success,18 March 2020,04:50
84,KSC,Starlink,"15,600 kg",LEO,NASA,"Success
",F9 B5,Success,22 April 2020,12:16
85,CCAFS,SpaceX CRS-21,"2,972 kg",LEO,Sirius XM,"Success
",F9 B5,Success,30 May 2020,19:30
86,CCAFS,SXM-7,"7,000 kg",GTO,NRO,"Success
",F9 B5,Success,4 June 2020,19:22
87,CCAFS,NROL-108,C,LEO,Türksat,"Success
",F9 B5,Success,13 June 2020,01:25
88,CCAFS,Türksat 5A,"3,500 kg",GTO,SpaceX,"Success
",F9 B5,Success,30 June 2020,09:21
89,KSC,Starlink,"15,600 kg",LEO,"Various
","Success
",F9 B5,Success,20 July 2020,20:10:46
90,CCAFS,Transporter-1,"~5,000 kg",SSO,SpaceX,"Success
",F9 B5B1058.2,Success,7 August 2020,21:30
91,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,Failure,18 August 2020,05:12
92,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5B1049.6,Success,30 August 2020,14:31
93,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,Success,3 September 2020,23:18
94,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5B1060.2,Success,6 October 2020,12:46:14
95,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5B1058.3,Success,18 October 2020,11:29:34
96,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5B1051.6,Success,24 October 2020,12:25:57
97,KSC,Starlink,"15,600 kg",LEO,NASA,"Success
",F9 B5,Success,5 November 2020,15:31:34
98,VAFB,Crew-2,"~13,000 kg",LEO,SpaceX,"Success
",F9 B5,Success,16 November 2020,23:24:23
99,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,Success,21 November 2020,00:27
100,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5,Success,25 November 2020,17:17:08
101,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",F9 B5 ♺,Success,6 December 2020,02:13
102,KSC,Starlink,"~14,000 kg",LEO,SpaceX,"Success
",F9 B5 ♺,Success,13 December 2020,16:17:08
103,CCSFS,Starlink,"15,600 kg",LEO,NASA,"Success
",F9 B5 ♺,Success,19 December 2020,17:30:00
104,KSC,SpaceX CRS-22,"3,328 kg",LEO,Sirius XM,"Success
",F9 B5 ♺,Success,8 January 2021,14:00:00
105,CCSFS,SXM-8,"7,000 kg",GTO,,,F9 B5,,20 January 2021,02:15
106,CCAFS,Dragon Spacecraft Qualification Unit,0,LEO,,,F9 B5B1051.8,,24 January 2021,13:02
107,CCAFS,Dragon,0,LEO,,,F9 B5B1058.5,,4 February 2021,15:00
108,CCAFS,Dragon,525 kg,LEO,,,F9 B5 ♺,,16 February 2021,06:19
109,CCAFS,SpaceX CRS-1,"4,700 kg",LEO,,,F9 B5 ♺,,4 March 2021,03:59:37
110,CCAFS,SpaceX CRS-2,"4,877 kg",LEO,,,F9 B5 ♺,,11 March 2021,08:24
111,VAFB,CASSIOPE,500 kg,Polar orbit,,,F9 B5 ♺,,14 March 2021,08:13:29
112,CCAFS,SES-8,"3,170 kg",GTO,,,F9 B5 ♺,,24 March 2021,10:01
113,CCAFS,Thaicom 6,"3,325 kg",GTO,,,F9 B5B1060.6,,7 April 2021,08:28
114,Cape Canaveral,SpaceX CRS-3,"2,296 kg",LEO,,,F9 B5 ♺,,23 April 2021,16:34
115,Cape Canaveral,Orbcomm-OG2,"1,316 kg",LEO,,,F9 B5B1061.2,,29 April 2021,9:49
116,Cape Canaveral,AsiaSat 8,"4,535 kg",GTO,,,F9 B5B1060.7,,4 May 2021,03:44
117,Cape Canaveral,AsiaSat 6,"4,428 kg",GTO,,,F9 B5B1049.9,,9 May 2021,19:01
118,Cape Canaveral,SpaceX CRS-4,"2,216 kg",LEO,,,F9 B5B1051.10,,15 May 2021,06:42
119,Cape Canaveral,SpaceX CRS-5,"2,395 kg",LEO,,,F9 B5B1058.8,,26 May 2021,22:56
120,Cape Canaveral,DSCOVR,570 kg,HEO,,,F9 B5B1063.2,,3 June 2021,18:59
121,Cape Canaveral,ABS-3A,"4,159 kg",GTO,,,F9 B5B1067.1,,6 June 2021,17:29
1,Cape Canaveral,SpaceX CRS-6,"1,898 kg",LEO,,,F9 B5,,4 June 2010,04:26
2,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",GTO,,,F9 v1.0B0003.1,,8 December 2010,18:45
3,Cape Canaveral,SpaceX CRS-7,"1,952 kg",LEO,,,F9 v1.0B0004.1,,22 May 2012,15:43
4,Cape Canaveral,Orbcomm-OG2,"2,034 kg",LEO,,,F9 v1.0B0005.1,,8 October 2012,07:44
5,VAFB,Jason-3,553 kg,LEO,,,F9 v1.0B0006.1,,1 March 2013,00:35
6,Cape Canaveral,SES-9,"5,271 kg",GTO,,,F9 v1.0B0007.1,,29 September 2013,15:10
7,Cape Canaveral,SpaceX CRS-8,"3,136 kg",LEO,,,F9 v1.1B1003,,3 December 2013,16:00
8,Cape Canaveral,JCSAT-14,"4,696 kg",GTO,,,F9 v1.1,,6 January 2014,22:41
9,Cape Canaveral,Thaicom 8,"3,100 kg",GTO,,,F9 v1.1,,18 April 2014,22:06
10,Cape Canaveral,ABS-2A,"3,600 kg",GTO,,,F9 v1.1,,14 July 2014,19:25
11,Cape Canaveral,SpaceX CRS-9,"2,257 kg",LEO,,,F9 v1.1,,5 August 2014,15:15
12,Cape Canaveral,JCSAT-16,"4,600 kg",GTO,,,F9 v1.1,,7 September 2014,08:00
13,VAFB,Iridium NEXT,"9,600 kg",Polar,,,F9 v1.1,,21 September 2014,05:00
14,KSC,SpaceX CRS-10,"2,490 kg",LEO,,,F9 v1.1,,10 January 2015,05:52
15,KSC,EchoStar 23,"5,600 kg",GTO,,,F9 v1.1,,11 February 2015,09:47
16,KSC,SES-10,"5,300 kg",GTO,,,F9 v1.1,,2 March 2015,23:03
17,KSC,NROL-76,C,LEO,,,F9 v1.1,,14 April 2015,03:50
18,KSC,Inmarsat-5 F4,"6,070 kg",GTO,,,F9 v1.1,,27 April 2015,20:10
19,KSC,SpaceX CRS-11,"2,708 kg",LEO,,,F9 v1.1,,28 June 2015,23:03
20,KSC,BulgariaSat-1,"3,669 kg",GTO,,,F9 v1.1,,22 December 2015,14:21
21,VAFB,Iridium NEXT,"9,600 kg",LEO,,,F9 FT,,17 January 2016,01:29
22,KSC,Intelsat 35e,"6,761 kg",GTO,,,F9 v1.1,,4 March 2016,18:42
23,KSC,SpaceX CRS-12,"3,310 kg",LEO,,,F9 FT,,8 April 2016,23:35
24,VAFB,Formosat-5,475 kg,SSO,,,F9 FT,,6 May 2016,20:43
25,KSC,Boeing X-37B,"4,990 kg",LEO,,,F9 FT,,27 May 2016,05:21
26,VAFB,Iridium NEXT,"9,600 kg",Polar,,,F9 FT,,15 June 2016,21:39
27,KSC,SES-11,"5,200 kg",GTO,,,F9 FT,,18 July 2016,14:29
28,KSC,Koreasat 5A,"3,500 kg",GTO,,,F9 FT,,14 August 2016,04:45
29,Cape Canaveral,SpaceX CRS-13,"2,205 kg",LEO,,,F9 FT,,14 January 2017,05:26
30,VAFB,Iridium NEXT,"9,600 kg",Polar,,,F9 FT,,19 February 2017,17:54
31,CCAFS,Zuma,C,LEO,,,F9 FT,,16 March 2017,14:39
32,CCAFS,GovSat-1,"4,230 kg",GTO,,,F9 FT,,30 March 2017,06:00
33,VAFB,Paz,"2,150 kg",SSO,,,F9 FT♺,,1 May 2017,22:27
34,CCAFS,Hispasat 30W-6,"6,092 kg",GTO,,,F9 FT,,15 May 2017,11:15
35,VAFB,Iridium NEXT,"9,600 kg",Polar,,,F9 FT,,3 June 2017,23:21
36,CCAFS,SpaceX CRS-14,"2,647 kg",LEO,,,F9 FT,,23 June 2017,21:07
37,CCAFS,Transiting Exoplanet Survey Satellite,362 kg,HEO,,,F9 FTB1029.2,,25 June 2017,19:10
38,KSC,Bangabandhu-1,"3,600 kg",GTO,,,F9 FT,,5 July 2017,20:25
39,VAFB,Iridium NEXT,"6,460 kg",Polar,,,F9 FT,,14 August 2017,23:38
40,CCAFS,SES-12,"5,384 kg",GTO,,,F9 B4,,24 August 2017,16:31
41,CCAFS,SpaceX CRS-15,"2,697 kg",LEO,,,F9 FT,,7 September 2017,18:51
42,CCAFS,Telstar 19V,"7,075 kg",GTO,,,F9 B4,,9 October 2017,14:00
43,VAFB,Iridium NEXT,"9,600 kg",Polar,,,F9 B4,,11 October 2017,12:37
44,CCAFS,Merah Putih,"5,800 kg",GTO,,,F9 FTB1031.2,,30 October 2017,22:53:00
45,CCAFS,Telstar 18V,"7,060 kg",GTO,,,F9 B4,,15 December 2017,19:34
46,VAFB,SAOCOM 1A,"3,000 kg",SSO,,,F9 FTB1035.2,,23 December 2017,15:36
47,KSC,Es'hail 2,"5,300 kg",GTO,,,F9 FTB1036.2,,8 January 2018,01:27
48,VAFB,SSO-A,"~4,000 kg",SSO,,,F9 B4,,31 January 2018,01:00
49,CCAFS,SpaceX CRS-16,"2,500 kg",LEO,,,F9 FTB1032.2,,22 February 2018,21:25
50,CCAFS,GPS III,"4,400 kg",MEO,,,F9 FTB1038.2,,6 March 2018,14:17
51,VAFB,Iridium NEXT,"9,600 kg",Polar,,,F9 B4,,30 March 2018,05:33
52,CCAFS,Nusantara Satu,"4,850 kg",GTO,,,F9 B4B1041.2,,2 April 2018,14:14
53,KSC,Crew Dragon Demo-1,"12,055 kg",LEO,,,F9 B4B1039.2,,18 April 2018,20:30
54,CCAFS,SpaceX CRS-17,"2,495 kg",LEO,,,F9 B4,,11 May 2018,22:51
55,CCAFS,Starlink,"13,620 kg",LEO,,,F9 B5B1046.1,,22 May 2018,20:14
56,VAFB,RADARSAT Constellation,"4,200 kg",SSO,,,F9 B4B1043.2,,4 June 2018,19:47
57,CCAFS,SpaceX CRS-18,"2,268 kg",LEO,,,F9 B4B1040.2,,29 June 2018,04:45
58,CCAFS,AMOS-17,"6,500 kg",GTO,,,F9 B4B1045.2,,22 July 2018,09:42
59,CCAFS,Starlink,"15,600 kg",LEO,,,F9 B5,,25 July 2018,05:50
60,CCAFS,SpaceX CRS-19,"2,617 kg",LEO,,,F9 B5B1048,,7 August 2018,11:39
61,CCAFS,JCSat-18,"6,956 kg",GTO,,,F9 B5B1046.2,,10 September 2018,05:18
62,CCAFS,Starlink,"15,600 kg",LEO,,,F9 B5,,8 October 2018,04:45
63,KSC,Crew Dragon in-flight abort test,"12,050 kg",Sub-orbital,,,F9 B5B1048.2,,15 November 2018,02:22
64,CCAFS,Starlink,"15,600 kg",LEO,,,F9 B5B1047.2,,3 December 2018,20:46
65,CCAFS,Starlink,"15,600 kg",LEO,,,F9 B5B1046.3,,5 December 2018,18:34:05
66,CCAFS,SpaceX CRS-20,"1,977 kg",LEO,,,F9 B5,,23 December 2018,18:16
67,KSC,Starlink,"15,600 kg",LEO,,,F9 B5,,11 January 2019,13:51
68,KSC,Starlink,"15,600 kg",LEO,,,F9 B5B1049.2,,22 February 2019,15:31
69,KSC,Crew Dragon Demo-2,"12,530 kg",LEO,,,F9 B5B1048.3,,2 March 2019,01:45
70,CCAFS,Starlink,"15,600 kg",LEO,,,F9 B5[268],,4 May 2019,07:49
71,CCAFS,Starlink,"15,410 kg",LEO,,,F9 B5,,24 May 2019,06:48
72,CCAFS,GPS III,"4,311 kg",MEO,,,F9 B5B1049.3,,12 June 2019,02:30
73,CCAFS,ANASIS-II,"5,000–6,000 kg",GTO,,,F9 B5B1051.2,,25 July 2019,14:17
74,KSC,Starlink,"14,932 kg",LEO,,,F9 B5B1056.2,,6 August 2019,22:01
75,CCAFS,Starlink,"~15,440 kg",LEO,,,F9 B5B1047.3,,11 November 2019,23:23
76,CCAFS,SAOCOM 1B,"3,130 kg",SSO,,,F9 B5,,5 December 2019,14:56
77,KSC,Starlink,"15,600 kg",LEO,,,F9 B5,,17 December 2019,17:29
78,KSC,Starlink,"15,600 kg",LEO,,,F9 B5B1056.3,,7 January 2020,00:10
79,KSC,Starlink,"15,600 kg",LEO,,,F9 B5,,19 January 2020,02:19:21
80,CCAFS,Starlink,"15,600 kg",LEO,,,F9 B5,,29 January 2020,15:30
81,CCAFS,GPS III,"4,311 kg",MEO,,,F9 B5,,17 February 2020,14:07
82,KSC,Crew-1,"~12,500 kg",LEO,,,F9 B5,,7 March 2020,15:05
83,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,,,F9 B5,,18 March 2020,04:50
84,CCAFS,Starlink,"15,600 kg",LEO,,,F9 B5,,22 April 2020,12:16
85,KSC,SpaceX CRS-21,"2,972 kg",LEO,,,F9 B5,,30 May 2020,19:30
86,CCSFS,SXM-7,"7,000 kg",GTO,,,F9 B5,,4 June 2020,19:22
87,KSC,NROL-108,C,LEO,,,F9 B5,,13 June 2020,01:25
88,CCSFS,Türksat 5A,"3,500 kg",GTO,,,F9 B5,,30 June 2020,09:21
89,KSC,Starlink,"15,600 kg",LEO,,,F9 B5,,20 July 2020,20:10:46
90,CCSFS,Transporter-1,"~5,000 kg",SSO,,,F9 B5B1058.2,,7 August 2020,21:30
91,CCSFS,Starlink,"15,600 kg",LEO,,,F9 B5,,18 August 2020,05:12
92,CCSFS,Starlink,"15,600 kg",LEO,,,F9 B5B1049.6,,30 August 2020,14:31
93,KSC,Starlink,"15,600 kg",LEO,,,F9 B5,,3 September 2020,23:18
